20674	26755
41512	54046
34638	41044
26384	9165
17369	43970
90	4568
37154	5384
55616	33320
6942	1538
1552	62245
4896	4176
13512	16757
1664	59904
15936	50648
33169	27699
1034	41928
22216	11748
45597	35028
61485	57345
22539	4968
66	18592
36865	24945
37178	4260
42334	33996
16773	50902
1044	43529
41075	11729
9474	24704
20104	7176
58778	35252
57592	1280
46242	52409
23649	53802
22904	25186
1093	46243
135	53479
4428	16388
42858	18323
18505	6351
20522	37834
15081	43780
10266	7175
21232	1561
6736	1752
58881	3560
61474	22787
39957	34866
48413	54544
17797	21674
21738	5399
5336	50896
9700	19473
39426	37801
56619	46490
34370	1288
294	9097
21510	409
25061	49252
32856	13812
27078	17221
20994	21205
1060	7818
21892	5408
1538	14720
55304	41202
9041	56570
42789	2399
6016	64235
1153	4222
11992	11074
50816	33189
11268	4267
18214	702
33186	224
58761	8356
17065	65220
2448	5481
12288	37590
18645	8202
49473	61576
12885	34836
9272	54167
43536	48880
17601	15702
26251	28806
15451	3136
49824	58798
56405	52423
4925	22988
19018	45686
50288	57778
0	39441
64913	58123
7238	41242
12288	8753
58635	7188
48	8256
56794	15174
9104	12602
11570	1060
5376	37064
20768	16423
5832	38050
14554	13352
5502	44740
3075	32962
4864	10263
10449	43681
33408	15382
324	57344
20642	30538
35923	209
3276	38987
41266	10781
16418	5986
15657	22976
5954	38017
1588	1187
36864	24578
5281	38938
21859	50728
323	19121
18690	11098
20611	44934
2257	22112
512	52864
16432	41297
57690	179
21060	4280
52481	192
39248	17411
8374	32888
23552	35884
115	8433
8399	3329
17192	7497
41260	45106
17520	23168
22048	17890
24657	49671
6156	17546
479	25426
10250	13354
40118	17572
4900	5234
54952	12611
640	56672
62755	35953
32775	1125
55546	23619
356	136
60483	37216
5384	41298
58260	38940
8576	12320
2180	43939
41480	62001
19264	41488
3488	20789
32	45122
6792	8225
16416	27203
20869	27700
45440	2108
25176	37966
23041	53804
6164	20022
35365	16392
1029	21697
35290	17658
20763	8197
162	50341
17472	24747
39904	35861
3089	38279
3671	65350
7440	5652
33429	18992
14341	60524
16557	15225
35072	1132
2168	10528
40706	2869
13444	54860
56324	17445
578	29974
46098	39028
5384	49941
43048	53328
58498	18558
6488	23557
3208	44101
20839	51973
30244	6248
6472	45452
1217	53108
4382	38802
10456	40838
521	12898
31234	24961
34919	12384
18944	37198
14645	8752
54496	46940
45764	450
47633	2067
60483	31982
54698	12826
5477	9237
41994	58563
28912	3370
52802	52589
10372	13469
17227	5093
22091	44808
8145	32934
22883	14764
51024	4455
38472	45330
13328	53379
20369	62352
8752	39413
9488	2152
50548	54420
704	12054
47116	51459
1099	101
12508	51765
3	49419
53276	28839
35384	40105
25847	24620
1413	26248
38400	8398
30754	13312
21585	2636
3552	59122
41728	12464
6232	13835
60930	45063
13452	2111
27160	8483
10633	1047
19073	10885
36993	80
17670	48795
60930	28355
599	5305
51267	17932
41217	3717
29914	53417
15021	60420
2378	57964
515	11264
17968	12586
45089	33611
28247	35584
1569	10110
4356	49425
33162	54445
51216	168
54917	19274
44910	1372
10593	16969
4373	41243
25696	43204
2929	39581
2052	25151
8200	49667
63240	22733
2	34396
8483	57793
45661	36007
19274	45099
33058	13324
276	21519
33013	1220
34024	10386
10	63496
21637	13102
41124	36376
18500	62119
246	12570
57998	14966
36976	19932
18600	37634
38213	57496
53268	50892
19392	22249
32	39318
517	29972
53531	20465
63316	33564
4742	57700
9322	8264
25256	4208
42062	1294
6144	20251
28692	34598
59059	40971
11481	4146
11437	1507
2371	56350
45588	63014
18564	98
10374	32770
22634	28936
33961	40975
15005	32995
16545	9136
51604	5657
2595	14131
37992	64705
6208	33227
81	55817
36316	3653
1418	41500
17722	8341
23430	2754
18512	17698
38284	4307
16480	38289
12350	1584
38202	40068
49355	58146
41412	826
10021	2814
6660	53123
39416	24910
4176	80
9522	31272
54667	12436
1093	21849
2714	30811
45147	36881
35672	14033
7456	10496
8334	14748
58299	24466
14530	30089
18277	2117
3717	42671
28064	32898
34835	63633
5249	58388
44206	42310
42056	36944
6599	59908
4352	23476
23428	35434
37456	39979
16738	25730
42314	17225
33294	16146
32840	61996
2084	38209
9	8755
15956	41107
9730	16627
524	2074
48	1155
357	39332
531	16422
24854	12320
17120	34888
5929	37321
51650	3345
22206	35096
52109	12554
16768	55811
20705	33264
25653	59420
39321	46148
51460	46876
13892	37796
42720	41702
21605	33609
55436	58689
17952	13906
2349	60433
9352	13528
2699	53784
5450	40394
260	8444
12409	24702
17448	10290
25968	39980
18960	10339
1312	814
39280	31109
42257	41076
20441	36515
2560	863
28816	6204
24628	21190
27444	38388
21065	46004
29216	47440
58009	54292
27148	22605
2258	193
3436	42541
51780	11073
49673	14698
41728	47786
25693	27144
50704	8309
1152	18508
49616	35091
244	45393
33283	23216
3213	1037
36034	1617
49152	33922
32769	34795
58465	5515
33088	32834
4218	49289
16579	1328
44032	38617
15493	11334
48523	10626
4162	16842
41220	48904
5825	41860
24335	1275
16401	8474
5028	22236
55570	10363
20882	2123
27136	5024
8301	7612
55424	57693
37827	876
1164	10995
33948	46157
23302	25392
64043	41233
4427	43667
22682	33218
330	57360
23170	48914
21784	42125
4498	41126
19649	49946
19218	51556
42581	6694
4478	42165
38944	52394
16754	1051
6212	18760
50440	8304
10244	41248
19656	4
30245	33416
16448	13732
5904	49465
32832	33768
30555	54836
31861	4282
41999	13905
5434	19992
59649	11144
25180	50568
33058	49856
2242	47696
8782	43617
43122	16978
8852	41388
9804	59404
6032	20895
4957	39224
5169	45164
10246	1843
31264	26646
33542	7185
992	64250
35584	44068
33285	51360
2050	31605
4376	17411
16508	23318
21528	50629
5771	18652
6876	18365
34817	23844
22348	43525
1169	8339
47734	2458
2096	54080
38952	62084
2153	2114
23359	18225
8636	16410
35156	55727
6084	58175
9993	33140
4864	18464
18718	41046
3696	16578
4228	8236
55608	12580
36914	53074
5379	24576
26434	32910
45614	18985
2144	6272
21762	51864
53489	10396
33924	38202
6193	14081
28178	9244
274	8225
12043	1144
6544	44705
45504	21209
45896	4522
28166	49133
29189	59479
25088	35919
44676	622
18851	53021
17434	15284
17645	8213
16461	33121
1116	195
58371	24594
33280	5665
4569	24772
11816	1930
34575	24900
976	1287
2064	456
6495	49458
59174	34796
39751	29736
8752	42340
3970	2334
54532	33943
1100	46603
5299	1568
40578	5128
19722	31940
32882	17462
40608	1345
20875	14578
26677	51608
17945	12514
28836	14344
45474	53430
20640	47841
448	4646
25289	35760
20229	38856
8281	886
57105	25731
49888	10675
11408	51908
59660	12897
34042	35008
33922	11304
24716	20640
46032	54296
61989	32673
14853	11523
1036	7301
21440	46458
63592	3943
14352	9701
13408	14738
49449	62738
16766	10249
5026	43168
39079	15376
12353	41240
9233	7828
58184	11946
51250	546
4360	32905
27304	47617
4680	29973
51221	11520
17014	3148
3602	26182
45762	10786
34212	53272
32257	12516
18604	12416
51476	13792
44122	52360
16929	3494
2663	35079
403	28894
581	45204
8205	448
21033	4650
27781	18983
47762	59414
20774	10517
12489	49430
35877	290
8378	44099
32931	59398
17826	19501
5254	6235
47140	25753
1669	56360
40223	20738
20807	36486
26772	3106
9987	34096
12674	34092
17600	35121
33153	38924
49344	5451
18629	44242
2178	19734
25921	51968
5259	46652
32826	36002
10528	41174
10263	33356
4536	36400
8	5550
14904	34896
61444	26969
45960	18194
5552	49476
24981	102
34961	546
49339	1603
17414	41152
32840	40656
34532	8224
50690	20777
58060	18534
330	19432
14112	17173
51343	57861
21732	21380
5796	6663
28468	53302
7819	1571
42322	10503
147	35429
54034	4156
2152	17475
14220	285
944	36880
49243	25764
24583	65169
6966	44436
5837	3458
17090	51655
645	25252
23126	49286
41216	3088
14593	43459
55552	1363
39188	58278
18833	60561
9620	10259
3612	36952
30776	17064
42097	33691
19226	18266
2196	29313
9216	33987
12874	35204
20865	16959
14533	16402
10771	712
50223	22945
26629	17986
51263	43922
12837	4165
58208	40003
49562	54374
12362	4325
68	12355
49236	44658
50426	27508
37164	32875
55831	19713
35360	21616
63176	33824
38124	23054
54264	1288
54402	46264
43732	24624
4618	15620
8289	16726
16771	46315
49242	25665
156	7788
1933	19376
16488	8322
24209	18641
45249	44816
22740	2046
4740	37421
41232	58654
82	41502
20824	24548
34760	41592
21810	17463
6212	43722
10770	42133
8388	2394
34134	18608
16	41501
17474	12878
34922	11648
8328	35826
43025	24404
59438	7937
128	32321
21616	42364
59968	1730
51632	37190
41474	16896
4363	924
27857	6161
7458	9788
16898	55904
26688	34890
396	1346
8258	39115
14863	43339
49921	41303
17152	46605
2188	33820
2305	36908
37964	7273
42032	22672
49506	6152
27756	38501
38913	25603
59616	26702
42593	32884
35511	3463
45232	14212
30229	36867
29710	55312
8193	41997
12304	53881
896	37088
1225	33912
14570	10640
8705	13381
33617	25722
23618	22601
63508	36234
46944	8374
186	10202
8512	14432
10300	46388
5286	17646
17608	35638
54019	46618
36964	16393
20317	55491
393	55624
11329	20703
11458	17163
1024	33364
13874	49701
17428	17604
4292	2850
26672	517
6208	20887
17969	576
41862	22258
4885	39587
16402	50344
30778	18100
17238	58434
4296	43572
3218	60436
54048	4273
21440	42446
49796	52737
294	9543
22701	15635
4782	37664
3462	2808
6157	53955
14752	20160
54113	34597
50187	3268
13477	35338
42896	1092
96	46796
20554	25616
0	4098
13644	16702
21013	39208
46263	2344
33858	25696
34882	59843
1672	58482
46225	10054
35645	4660
49266	30726
57173	37502
35028	37482
10816	21331
55569	52553
65	38543
10056	53394
2865	59712
23496	32898
55581	43522
36993	9844
17425	29488
55648	45600
28767	422
38738	62346
43140	26310
18128	8196
24604	19456
33928	49776
16384	32861
20630	55311
50705	17745
10578	57365
8452	3240
1168	2249
40786	31943
82	51478
34832	33489
43354	776
50691	12543
2181	23937
60496	12579
21324	3713
9346	16405
39106	29470
4312	2696
40513	33812
45056	9996
5154	5781
2944	53804
44044	18318
37476	4866
8788	39204
51297	24664
51697	2077
9356	260
3328	51515
8800	33371
43037	13570
12444	7748
7170	52747
43032	12433
19136	3280
7176	11623
51042	46082
41094	29027
24755	39814
49888	40032
16016	42597
18754	49156
9752	36711
33016	36692
50624	16640
36361	63982
63776	33806
16405	36136
21656	47120
20848	14900
28768	4876
42156	10756
5376	2392
19790	57748
10281	7427
34947	31969
10817	23540
1027	3444
2843	21389
18697	50720
61826	39239
31024	46340
186	3136
54681	51443
2388	29560
35110	11520
33929	26380
49218	25171
47291	5676
45616	58180
102	37711
72	34176
184	8672
7480	35735
47637	42397
52224	2308
16032	17723
50729	8464
8074	29568
63682	5826
14465	26285
4867	33198
18193	39541
53831	930
5094	52624
17168	19709
16484	17665
16429	40727
41410	12033
663	49654
8322	45578
23243	11058
63958	32839
8451	11658
734	4265
2348	8211
38695	21553
4103	326
13825	20482
53712	1533
1048	1383
20720	4046
11849	23335
20099	13708
353	62466
4236	32988
18488	6701
45466	18888
31092	5780
58065	384
17624	4783
5136	11386
35120	53089
44832	50400
21003	52096
36546	5504
5895	8242
6404	58599
52499	57873
11369	28746
49730	10348
35433	44556
35785	46305
19112	14461
39174	17200
41734	21317
1224	54410
50143	23636
41497	18810
3702	13270
1304	3359
2240	33969
4873	8384
2705	5297
34946	35078
22056	9646
55813	25623
19032	61455
45698	51812
28715	4148
18442	8452
6784	13619
20621	8497
16822	36564
33888	59466
352	4504
45836	34227
26	7178
10703	23043
769	41866
50382	20568
3749	18525
34049	59009
37116	18471
49913	55249
33281	9472
5010	38206
54756	45892
7265	25754
24764	12098
55873	2289
16661	10925
19232	33336
8259	51336
18920	1044
15874	14141
30007	32784
1283	29697
8192	21711
35381	30961
9253	12354
896	29512
21593	53013
32844	20641
51232	2146
32785	4808
9344	28905
76	62604
12296	22971
9473	33024
35009	20101
7763	16693
53431	24648
13232	34352
5965	8520
39197	5145
25752	682
33065	41563
8954	811
4098	33096
17408	10903
2596	13321
8961	2062
18548	2456
4132	45829
20480	27040
63092	2982
17755	23896
2176	11874
36106	6004
33441	22853
43020	26936
59161	245
33818	17734
42140	49475
9483	18219
1702	51021
55402	4687
38402	38041
14499	33290
127	55521
24656	10315
19354	55194
9756	17028
36872	51304
60024	412
2720	1333
23717	43427
19224	16202
31809	36965
34216	19739
10904	33874
1412	39429
2911	55304
7172	3205
18537	8357
33276	2235
3720	757
3624	1025
1204	44248
10369	42360
18601	1141
10210	19603
17285	21768
45732	1941
6951	40970
10476	53927
4134	53303
12616	496
17543	50719
1517	49162
8	4416
9281	45546
53768	25921
19473	50877
25221	8221
59955	387
47154	7020
8448	61738
14348	24613
5918	1173
8680	35909
1537	9770
16485	28676
33230	18849
45699	6683
3120	53537
32778	44658
24601	16148
34481	20544
7609	84
3656	50832
16805	14852
1208	43240
26883	286
46470	21773
57564	101
14381	25677
38446	4576
38987	38914
8401	19112
25858	32012
1822	55617
352	42834
1550	12120
512	32887
4176	27076
45893	2953
17631	960
29341	26217
9216	16484
6604	14
25617	34217
261	32774
42725	18785
53314	35651
33316	18919
6841	785
9074	37116
10856	2816
11594	4136
3520	14356
10720	25878
34997	38687
8576	49286
29401	33857
20698	12487
55185	56587
6703	32068
9280	22641
672	51626
26689	78
37564	12503
7810	38188
20068	39994
42648	23061
52049	2299
10496	42890
55585	9216
61312	11886
52096	36984
53973	200
2228	33954
13597	43985
8304	6688
10435	21746
38412	51281
3437	13671
5664	2664
2146	47387
55906	54056
30721	20424
34184	28728
37984	27218
47267	8489
1672	1586
13090	1024
55494	1040
8200	36359
29334	22694
58048	10577
1097	40988
35889	1032
20811	24624
53770	37138
96	4192
24330	24196
62215	202
24711	61756
2240	9920
4315	30854
23112	49220
17666	45278
33156	62016
39613	59552
12432	18438
37141	62568
111	53960
32770	28563
32912	49510
38146	7372
59144	35433
33412	34919
24840	48040
5240	34819
55109	35514
46539	47189
14356	50055
3091	58440
41433	43266
53834	2146
826	39489
37968	6144
8800	17170
40625	2417
24903	22715
33227	8489
15	163
33257	12480
56	626
58819	1714
8544	29410
16459	8691
53509	33721
38313	10051
5699	38119
51274	58951
9532	13287
62994	11602
10562	2478
38595	17045
7332	1086
615	8421
55438	12425
55234	14602
4936	16706
2374	25190
1420	50957
11240	35361
3888	5920
16	56394
3448	39105
36371	19338
50881	26908
2053	42502
25288	2640
10065	8690
13250	163
2348	37001
162	17329
18908	3433
34991	51981
20752	7458
37379	502
16460	59649
39966	9614
54982	22133
34368	6328
7330	45135
57752	37249
47528	9334
14600	45504
45226	1165
52035	61488
16865	4185
36106	49235
9067	17745
18145	10268
416	27560
58640	51677
33804	43079
38240	860
15643	17152
4136	26762
38213	1353
203	39830
50848	44056
6210	23589
33110	13864
11816	55396
45704	57928
12192	27925
34142	58434
63361	35188
16384	8561
37128	55135
35844	4764
18458	55347
32951	18570
6470	33150
26917	25242
47524	13352
10839	11445
12302	53567
4480	2125
4450	18177
12940	31920
37140	29200
44169	55190
49325	53825
33122	15464
512	2376
46608	10690
37952	63033
1286	15140
41095	10443
33992	61510
15392	2480
39614	8269
24855	6309
9968	46162
31114	9669
5152	11
12305	32865
32933	19108
9419	18744
4821	33285
4487	58431
9597	2390
38844	32786
61597	42872
32818	17621
37094	57545
2068	80
28458	24253
49581	59990
58634	1622
13368	37906
41225	10641
26846	17059
22479	15591
4582	7253
4136	5305
45059	9437
52512	24905
23844	34120
41929	43937
32297	20033
29209	42577
34208	1296
25796	7204
21120	22351
35369	52332
55377	27697
647	29441
43568	7250
17817	41105
12370	10897
17088	5407
9752	63365
43014	39821
43439	36156
40997	9606
26208	4914
50825	50276
49748	15857
16456	15810
529	20326
33818	56341
16384	8466
35873	4225
8904	28314
16512	38945
21024	46112
5611	16462
37553	19206
39040	16457
54568	55352
16394	12804
22033	40236
22610	6947
13833	888
19116	8326
51532	52962
54914	18482
2228	2964
54321	623
58127	44429
37796	6513
62504	4171
852	39025
20992	13037
0	35162
50497	47835
7175	17761
55968	23370
49352	55410
20096	34129
6664	21666
17985	28073
8192	16997
50842	13168
20548	8755
8808	25473
55124	55297
30001	57794
18984	51396
41291	8800
23232	18770
6502	3217
21762	928
21024	22054
16966	62016
24685	16388
65024	45218
14848	16493
24772	52112
41089	6171
618	35409
51305	42257
20640	33958
11265	9027
18237	58408
517	53872
36949	2496
26629	12288
1906	52240
5214	9285
10325	49272
34914	13969
56482	3771
59846	35338
37137	11164
17632	59104
57601	882
48240	4896
46048	8713
24384	12713
17594	48000
43429	45673
49972	54987
27948	2952
7392	35329
41528	22060
4592	12306
17572	22024
21112	6530
27685	2253
19456	15650
33411	10944
39180	8260
18	17408
8492	58393
44147	641
47105	61648
41249	25376
35254	65176
1300	30276
16693	5905
38914	576
3609	16397
10844	20488
50306	46135
49368	53632
9096	51488
675	29792
27270	17451
50578	31750
24755	52178
34359	25432
17733	12819
20482	4740
60416	1040
32960	32857
56855	1837
50180	769
16672	54787
28715	42739
33832	14554
6540	12523
52744	31236
33410	143
55988	49193
82	34482
5299	33576
20608	16080
5296	39384
17928	9756
42087	4656
25088	14992
1088	19152
2563	12966
26177	18475
1557	44034
30979	3540
27666	1378
12937	96
2305	48090
23184	24582
40052	33022
9799	38044
33732	7266
55848	705
11268	10574
28880	24608
1024	43028
17808	46732
5127	45315
46226	7979
34728	62722
27161	21536
36435	4871
36341	27200
19176	5009
10374	20024
6404	57745
13836	24867
34825	1960
5396	21296
38260	37777
7431	540
3972	1156
23488	29875
14338	14540
184	56652
47243	53400
46465	6472
38917	70
100	11884
8745	19513
39098	5082
21794	43271
4102	16423
1315	35206
60358	37024
45075	36772
47648	41492
456	45635
41476	64516
9421	45425
1730	53521
1524	62989
10948	53856
5192	19986
33932	37859
48779	688
35904	36943
9355	35087
5196	8614
15524	37923
35524	44715
1104	24676
19560	43641
8545	10932
2312	26240
17302	6056
45088	7248
34272	8483
1752	52331
54792	49363
34426	2709
9300	23373
36112	1216
2802	18491
16489	31520
114	49356
40985	60608
57635	11148
9152	42332
3796	7287
40961	38037
19608	16710
2281	49926
2168	32001
3001	24657
3550	41991
1477	23569
4433	43668
8304	6336
20002	514
590	47386
2052	26657
8325	53654
51628	6528
57576	16936
41412	9450
45388	33299
49216	58369
18440	35509
6306	57587
32800	15382
3113	17164
3458	2294
29332	26848
3842	24584
63077	31277
49956	50515
3150	42248
34342	12136
50696	17475
6918	15512
9348	43981
44195	1985
14653	33176
18563	1672
37505	2519
7374	59670
6176	803
33090	2316
4438	55300
38853	41638
21736	8587
43665	16423
16418	13357
543	35258
61727	60872
30640	1322
18607	49218
17985	9503
16417	27277
13840	17775
43505	23310
34563	8290
17620	35625
34086	32850
43340	13449
43277	61528
5133	26396
42744	35904
8498	2988
2113	47362
17410	30321
17434	41358
11700	38665
41985	16396
6368	2346
132	18204
44448	50641
51824	19665
16530	19253
2393	5
2692	49
37576	35993
20816	10596
56434	59446
9340	536
33045	10536
61856	6148
31418	38923
58256	36668
12952	7832
21575	18760
2030	54006
2570	12855
23459	50991
1792	62496
35698	9991
785	36840
38469	39203
4232	899
42066	49208
33862	12287
9408	13729
8778	16028
32800	8297
8496	10766
28701	8001
25601	910
2450	57493
30291	18700
62088	19465
49230	46173
33099	1414
43659	50063
17412	11688
5409	58368
38424	21053
35081	34838
4125	32127
26729	16462
13952	55212
13236	22544
8753	109
62464	9894
1875	57656
20857	61923
10284	324
736	12350
18906	22025
17761	27649
11427	23096
3152	6325
15138	16822
4621	41480
31826	43520
19869	48964
33642	11020
1409	58128
53552	58817
7337	28673
51811	35348
2328	59691
25098	53052
5353	33136
5122	34616
57409	2509
50362	25124
16934	45119
2751	54310
17048	50057
39273	7268
18703	6607
43524	6827
33481	3589
2322	31104
46426	13976
772	9410
50372	49354
354	25235
7722	59672
17308	9576
32919	13460
46296	31045
49550	22604
12334	57676
13056	25
58904	16732
4868	34629
61584	42564
50339	41912
23900	34324
61658	4686
25380	5787
12476	22280
8384	49488
18052	19272
12373	27668
8584	19034
549	51016
17072	36867
36451	45249
41744	33541
46922	26121
49844	18496
42084	31656
47268	9921
24970	19789
32984	23826
52506	51938
42513	37163
42218	60954
63152	1285
24704	44610
524	43105
31683	31256
18672	32220
6890	39755
8261	4393
3344	17430
8900	11492
17479	6340
52137	4
12838	7428
9240	49478
32965	7700
22404	20224
5194	22274
16548	53922
33060	32928
8240	10587
35321	35490
49728	20482
21448	20100
9228	12611
41721	4633
42452	5222
16656	5423
32776	38604
60581	8810
35817	17410
35002	4389
61446	3220
1190	15644
19879	1479
42368	2308
132	7237
6696	59612
2576	8504
12881	25139
43488	29186
113	49734
17615	58760
5252	18628
47657	25191
8213	22675
7312	7059
59702	57907
59074	24714
27907	40218
52115	12928
14640	9545
13080	12164
27904	16421
18198	32785
24648	741
2174	55352
16530	25946
34113	43366
28692	8288
26293	32278
11179	5123
15210	63890
8212	2576
26288	33731
25800	51345
4616	36116
58414	29795
20604	7683
7940	22867
4162	53919
19850	1537
33152	10269
5390	58882
7220	2579
25856	588
21760	11217
35372	16876
12578	181
11718	49413
50986	18689
41560	22336
49691	42249
9344	8838
57414	1970
4895	33029
44306	19179
7306	29027
560	26077
53250	3793
362	33522
57572	2331
429	34829
17220	33224
10355	6424
37889	59468
5653	51704
16397	20867
35492	3474
606	8200
50324	3640
505	40464
58508	1608
2517	5157
61	39041
16865	57249
29376	50384
50241	4115
25764	25632
21092	41544
12881	33384
38244	10915
41489	58390
1550	33481
59453	52746
14512	29235
20486	56003
10530	53
33284	47451
18518	10634
26779	33234
19084	4137
45798	22211
1611	8738
34829	5132
34311	16684
35309	42088
4738	62594
44180	50468
49216	5376
52486	32084
32953	4405
10802	400
291	40531
466	9569
2668	18524
16992	39187
37169	2760
42338	6957
17	8240
49579	24904
17880	62057
42180	5632
34826	37123
20522	522
53977	4414
63705	3328
4613	14790
35737	9126
15108	49792
2178	11937
45312	30768
53281	37168
30984	50608
2256	48405
56392	18410
46126	32082
8487	19644
1792	41557
8455	9246
27712	48217
205	43102
45077	52992
8261	40608
10640	58391
40992	1617
162	11268
12335	58020
4613	45164
34192	26368
1317	4
35904	24115
40269	3226
43009	36674
16384	23424
7857	39361
46786	63457
2048	30464
39573	12393
41875	6769
36994	60964
5635	25934
32918	64082
57541	6913
20738	38144
37987	15412
6537	20763
22826	13856
26638	12836
5744	4128
40112	34340
8100	17398
689	9320
2258	22118
31265	32809
258	2785
20818	32826
18836	43648
49169	54542
30208	47658
54	13464
1576	13367
1106	7484
60489	16898
2132	61618
45335	42049
17862	12801
4803	6977
25840	656
11040	35852
138	43440
50369	18322
27995	8216
4868	52274
55298	53252
8297	2053
27401	25678
8409	33312
29089	6785
64850	18474
1540	34127
18880	34708
3040	37222
50506	18201
35072	38124
28801	48302
50106	3549
18460	5921
4861	16842
39936	6616
1110	49832
3834	56648
31024	4233
42642	45600
34002	12146
21640	4386
61698	7276
6273	46087
59538	18698
13899	58500
33378	10253
54228	49169
9681	43072
3076	37192
30882	23105
17412	20547
17472	6144
37584	52810
584	39249
25432	37794
38946	40351
30852	3104
1678	54784
44849	1824
25141	3252
2818	47112
46827	51272
1285	24965
516	3340
45314	8735
26624	1349
1092	8424
4409	23206
22626	9559
20049	50983
5124	56838
9223	24524
45075	4318
27356	24619
22217	25088
1972	578
47128	43357
50785	520
10338	4940
40192	63300
43989	49866
26306	4862
33708	34704
43012	37170
25624	26834
39771	45034
20392	59460
43620	21649
18979	34051
33990	11268
13460	37782
22657	49896
16784	37224
12551	28754
309	52749
49212	30864
566	794
9672	22898
51015	38051
244	34176
4366	53412
4120	8489
12836	65159
16809	14388
23824	21792
12309	25136
21057	50984
37977	27731
7605	35278
23872	57638
32771	128
52259	46411
973	33560
3083	44105
8376	33554
13575	42121
12296	17977
17042	4680
36613	33833
2816	21150
22236	9300
31504	53747
41013	27228
21152	5649
44328	33322
9288	40580
36676	8077
17926	46989
35902	2618
60047	32773
47104	33839
6400	41587
38742	31798
11940	4474
49538	627
29073	35973
44288	10760
1032	46306
13982	51072
36049	65304
25594	24892
33792	9450
35732	4186
43140	13214
260	51613
150	52281
22153	10552
36481	47641
22800	42366
9093	20693
6340	2906
35618	22825
43016	14718
9577	46096
8268	24768
2642	25102
16514	20740
538	57413
24728	11184
25425	4456
34114	57854
19082	1
50259	36512
18444	16654
13854	12516
14981	14025
4709	2534
3161	32928
582	5124
10249	271
19270	15096
8272	42815
8274	40004
4497	3072
6690	13730
49231	8872
12768	30751
30788	22786
7186	22444
6	36434
6229	11295
41013	18806
2300	40458
37938	46804
4356	17409
12085	8208
2730	36226
43	806
142	3850
8216	2883
43008	27506
1286	18487
726	44584
29734	33924
42294	150
9017	26865
35552	8833
46422	18801
38444	8755
36452	39872
27173	41396
10784	39124
45696	3132
38995	43742
22230	19906
43776	46454
34308	15950
21425	9986
358	6799
47104	4259
25629	34977
51756	21504
17712	33123
8	57680
16660	19286
41353	39152
217	44193
19200	16
41542	55564
2625	4739
30026	4358
16542	57441
4556	6734
49185	42761
18514	41040
3074	28902
27018	7042
22656	41842
44744	3202
33796	55140
49413	2485
33860	11105
16708	35732
34	35280
